Date of Encashment,Name of the Political Party,Denomination
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/6/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/8/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/11/2022,BIJU JANATA DAL (BJD),10000000
7/11/2022,BIJU JANATA DAL (BJD),10000000
7/11/2022,BIJU JANATA DAL (BJD),10000000
7/11/2022,BIJU JANATA DAL (BJD),10000000
7/11/2022,BIJU JANATA DAL (BJD),10000000
7/11/2022,BIJU JANATA DAL (BJD),10000000
7/11/2022,BIJU JANATA DAL (BJD),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,DRAVIDA MUNNETRA KAZHAGAM (DMK),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/11/2022,TELUGU DESAM PARTY (TDP),10000000
7/11/2022,TELUGU DESAM PARTY (TDP),10000000
7/11/2022,TELUGU DESAM PARTY (TDP),10000000
7/11/2022,TELUGU DESAM PARTY (TDP),10000000
7/11/2022,TELUGU DESAM PARTY (TDP),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),1000000
7/12/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),1000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),1000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),1000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),1000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),1000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,BHARTIYA JANTA PARTY (BJP),10000000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),1000000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/12/2022,INDIAN NATIONAL CONGRESS (INC),100000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),10000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),10000000
7/13/2022,BIJU JANATA DAL (BJD),1000000
7/13/2022,BIJU JANATA DAL (BJD),10000000
7/13/2022,BIJU JANATA DAL (BJD),10000000
7/14/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/14/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/14/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/16/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
7/19/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/19/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/19/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/19/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/19/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/19/2022,INDIAN NATIONAL CONGRESS (INC),10000000
7/19/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,AAM AADMI PARTY (AAP),10000000
10/10/2022,AAM AADMI PARTY (AAP),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/10/2022,INDIAN NATIONAL CONGRESS (INC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,ALL INDIA TRINAMOOL CONGRESS (TMC),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),10000000
10/11/2022,BHARAT RASHTRA SAMITHI (BRS),1000000
